name,glycemic_index,carbohydrates,fiber,protein,fat,processing_level,serving_size_grams
cauliflower cruciferous sauteed,15,6.3,2.6,2.3,0.4,whole,87
tilapia fish poached,0,0.0,0.0,22.5,13.7,minimally_processed,95
oatmeal cookie,68,60.5,2.2,5.7,23.2,ultra_processed,25
italian sausage pan-seared,1,4.1,0.0,21.2,34.4,processed,78
scallops seafood roasted,0,1.3,0.0,23.2,1.9,minimally_processed,93
shrimp spring roll fresh,67,32.9,1.9,7.8,11.7,processed,84
lime juice fresh,69,11.3,0.2,1.4,0.2,processed,265
tenderloin pork grilled,0,1.1,0.0,24.7,28.6,minimally_processed,96
miso soup canned,31,8.1,2.5,8.9,3.0,processed,268
breast chicken poached,0,0.0,0.0,24.9,10.9,minimally_processed,95
rutabaga root vegetable grilled,43,9.2,2.7,1.5,0.1,whole,125
buckwheat pancake with syrup,70,46.5,2.1,10.8,10.6,processed,71
butter lettuce leafy green roasted,14,2.1,1.9,1.9,0.3,whole,29
extra firm tofu baked,6,2.1,1.3,9.0,5.7,processed,98
overripe banana frozen,54,21.2,3.2,1.0,0.2,whole,127
zucchini squash sauteed,44,9.4,2.6,1.9,0.1,whole,121
loin pork grilled,0,1.7,0.0,26.8,15.4,minimally_processed,100
kiwi tropical fruit,61,12.8,1.5,0.9,0.2,whole,162
roast beef stewed,0,0.0,0.0,26.7,16.1,minimally_processed,97
romaine leafy green sauteed,20,4.1,1.9,3.0,0.3,whole,31
kielbasa sausage baked,13,1.0,0.0,20.1,30.5,processed,78
oolong tea sweetened,19,6.5,0.0,0.4,0.0,minimally_processed,255
brussels sprouts cruciferous roasted,11,4.1,3.2,2.5,0.5,whole,94
hazelnut nut unsalted,8,28.3,6.6,20.2,54.5,minimally_processed,28
ginger tea hot,12,7.8,0.0,0.1,0.0,minimally_processed,252
loin pork smoked,0,1.8,0.0,24.6,9.6,minimally_processed,91
coconut water sports drink,63,12.7,0.0,0.2,0.0,processed,218
pot barley cooked,32,70.9,16.7,12.3,2.2,minimally_processed,171
pepperoni pizza regular crust,55,25.9,2.3,14.6,12.7,processed,96
instant oats cooked,49,64.9,10.2,17.7,7.6,minimally_processed,88
oysters seafood pan-seared,0,0.7,0.0,21.4,0.9,minimally_processed,103
tuna fish baked,0,0.0,0.0,27.2,3.1,minimally_processed,101
fingerling potato boiled,67,16.6,2.1,1.8,6.1,processed,164
turnip root vegetable pickled,33,11.8,2.2,1.4,0.3,whole,130
roast beef poached,0,0.0,0.0,21.9,11.7,minimally_processed,93
ground chicken poached,0,0.0,0.0,31.3,2.6,minimally_processed,96
sweet onion grilled,16,8.7,2.2,1.2,0.2,whole,172
yellow onion pickled,16,9.2,2.4,1.4,0.2,whole,149
sprouted bread fresh,53,49.8,7.3,11.5,3.4,processed,29
orange juice fresh,56,12.6,0.4,0.7,0.1,processed,262
turkey bacon crispy,0,0.9,0.0,29.5,44.7,processed,14
black quinoa steamed,55,21.6,2.7,4.6,1.9,minimally_processed,188
mango tropical fruit dried,42,15.2,1.9,0.6,0.3,whole,164
hot sauce,38,17.5,0.6,4.3,2.8,processed,31
scotch barley steamed,28,74.8,15.8,11.0,2.1,minimally_processed,159
green apple canned,34,13.4,3.1,0.3,0.3,whole,163
ramen noodle dish stir fried,63,48.5,4.0,17.7,12.2,processed,332
trout fish braised,0,0.0,0.0,18.5,4.7,minimally_processed,95
on cob corn cooked,54,20.6,2.2,3.8,1.1,processed,134
crab seafood roasted,0,0.0,0.0,17.6,1.4,minimally_processed,93
bacon pork braised,0,0.7,0.0,20.8,18.9,processed,98
yellow squash squash grilled,44,3.3,2.4,1.9,0.3,whole,128
leek onion boiled,13,8.4,2.4,1.1,0.2,whole,149
collard greens leafy green grilled,17,3.2,2.6,3.1,0.3,whole,30
carrot root vegetable sauteed,39,8.7,2.6,1.1,0.2,whole,120
swiss chard leafy green roasted,13,3.3,2.5,2.8,0.3,whole,28
lemon juice from concentrate,60,10.0,0.4,1.4,0.2,processed,255
thousand island salad dressing,41,5.0,0.4,1.3,26.3,processed,30
green salad with dressing,48,27.9,2.9,9.4,15.2,processed,154
poblano pepper sauteed,11,6.7,1.7,1.4,0.2,whole,144
ground chicken roasted,0,0.0,0.0,24.0,1.9,minimally_processed,109
broccoli cruciferous steamed,17,4.8,2.5,3.2,0.2,whole,92
full-fat yogurt,23,14.7,0.0,4.5,6.3,processed,164
green tea hot,11,6.5,0.0,0.5,0.0,minimally_processed,224
herbal tea unsweetened,22,7.2,0.0,0.1,0.0,minimally_processed,235
braeburn apple juiced,39,14.9,2.4,0.5,0.3,whole,181
shortbread cookie,60,72.1,1.1,7.3,19.4,ultra_processed,25
shiitake mushroom,19,3.4,1.9,2.2,0.2,whole,73
hazelnut nut roasted,16,14.0,10.0,16.5,46.0,minimally_processed,28
chia seed salted,8,25.0,10.8,24.2,44.8,minimally_processed,26
mussels seafood stewed,0,0.3,0.0,24.3,1.5,minimally_processed,96
pearl barley steamed,31,71.8,15.6,10.9,2.2,minimally_processed,158
pumpkin seed salted,14,17.0,28.7,29.2,49.8,minimally_processed,29
rice vinegar,9,2.1,0.0,0.0,0.0,processed,13
ground lean beef poached,0,0.0,0.0,24.2,14.1,minimally_processed,90
golden delicious apple stewed,38,13.8,2.7,0.2,0.2,whole,169
swiss chard leafy green,17,4.2,1.9,2.9,0.4,whole,30
sour cream dip,32,10.2,0.8,3.3,22.9,processed,27
butter lettuce leafy green steamed,13,2.5,1.7,3.3,0.6,whole,28
guacamole dip,40,10.2,0.7,2.5,17.5,processed,27
espresso coffee iced,8,1.3,0.0,1.2,0.1,minimally_processed,227
vegetable instant noodle cup,54,54.4,3.7,10.0,15.2,ultra_processed,84
kabocha squash pickled,38,8.1,2.1,1.6,0.2,whole,123
prune dried fruit,42,68.1,9.6,3.9,1.5,processed,41
vegetable curry green,40,24.6,4.1,16.4,11.3,processed,225
butternut squash,41,4.3,2.7,1.5,0.3,whole,123
vanilla ice cream,52,22.3,0.9,3.3,14.8,processed,68
almond nut roasted,5,27.3,10.7,17.9,62.8,minimally_processed,27
halibut fish pan-seared,0,0.0,0.0,25.9,2.1,minimally_processed,103
spicy tuna sushi roll with brown rice,66,32.2,2.2,9.1,2.9,processed,108
fingerling potato steamed,50,23.0,3.6,2.9,2.9,whole,136
roma tomato,12,3.7,1.2,1.1,0.3,processed,181
silken tofu baked,20,2.7,0.5,11.6,4.8,processed,93
rod pretzel,76,77.8,3.5,11.6,3.4,processed,25
blue cheese salad dressing,15,11.7,0.0,0.9,18.3,processed,29
turkey sausage pan-seared,6,2.4,0.0,15.4,15.6,processed,88
kiwi tropical fruit frozen,67,12.2,2.7,1.2,0.4,whole,144
canadian bacon baked,0,0.2,0.0,26.3,47.5,processed,14
pita chips salted,67,58.8,4.5,9.2,28.0,ultra_processed,26
avocado oil,0,0.0,0.0,0.0,100.0,minimally_processed,14
shrimp taco hard shell,60,29.5,4.9,22.8,18.7,processed,100
plain hummus,14,19.8,4.5,7.8,8.0,processed,64
old fashioned oats cooked,60,60.1,10.2,16.0,7.5,minimally_processed,88
cheerios cereal dry,86,70.9,6.4,11.4,1.9,processed,30
roma tomato sun-dried,20,3.6,1.5,0.9,0.1,processed,173
golden delicious apple pureed,33,14.9,2.9,0.2,0.1,whole,185
mackerel fish grilled,0,0.0,0.0,20.6,14.1,minimally_processed,93
jalapeno pepper boiled,13,4.4,2.0,1.0,0.3,whole,151
sesame seed roasted,5,19.0,18.3,29.7,49.0,minimally_processed,30
button mushroom boiled,18,2.7,1.6,2.7,0.4,whole,70
mcintosh apple juiced,40,12.2,2.8,0.3,0.3,whole,174
fuji apple pureed,31,12.2,2.9,0.3,0.3,whole,171
carrot root vegetable steamed,44,9.1,3.0,1.4,0.2,whole,127
drumstick chicken roasted,0,0.0,0.0,21.3,7.1,minimally_processed,90
electrolyte sports drink,71,10.0,0.0,0.2,0.0,processed,261
frozen corn cooked,50,19.2,2.7,3.6,1.4,whole,158
cremini mushroom pureed,14,2.0,1.7,2.2,0.2,whole,63
lentil soup canned,51,19.9,2.4,6.6,1.2,processed,231
rutabaga root vegetable steamed,34,9.5,2.7,0.9,0.3,whole,119
collard greens leafy green sauteed,12,3.0,1.8,3.0,0.4,whole,32
grape jam,66,69.2,0.8,0.3,0.1,processed,20
wild rice boiled,81,28.0,2.4,3.3,0.3,processed,159
lasagna pasta overcooked,55,23.5,4.3,4.1,2.0,processed,132
sticky rice steamed,88,25.0,1.7,3.5,0.9,processed,145
papaya tropical fruit frozen,66,12.8,2.9,1.0,0.1,whole,160
tropical smoothie,37,25.0,5.3,8.5,0.7,processed,227
pink lady apple frozen,30,15.2,3.0,0.2,0.1,whole,199
turkey burger double,57,35.1,2.4,26.7,24.7,processed,146
golden delicious apple juiced,39,12.9,3.3,0.2,0.1,whole,184
halibut fish roasted,0,0.0,0.0,29.2,8.9,minimally_processed,106
red delicious apple frozen,38,15.6,3.2,0.3,0.1,whole,176
rice krispies cereal dry,47,75.9,13.6,5.7,8.2,processed,26
clams seafood grilled,0,2.9,0.0,18.4,1.2,minimally_processed,93
flax seed salted,9,21.0,26.2,23.5,31.0,minimally_processed,29
linguine pasta al dente,47,22.7,3.2,4.3,1.0,processed,131
yellow onion roasted,14,7.4,1.9,1.4,0.1,whole,163
black lentil canned,25,19.5,8.5,9.2,0.6,minimally_processed,183
vegetable dumpling fried,58,26.9,1.4,9.7,8.4,processed,99
kale leafy green boiled,10,2.2,2.6,2.7,0.3,whole,32
boiled egg,0,1.3,0.0,12.3,9.1,minimally_processed,46
coleslaw salad no dressing,30,32.9,4.8,11.0,5.9,processed,161
cauliflower cruciferous,16,4.7,2.9,2.7,0.3,whole,87
fingerling potato mashed,81,20.0,2.3,2.4,8.7,whole,151
green grape,61,17.4,0.8,0.8,0.2,whole,97
bell yellow pepper steamed,13,6.9,1.9,1.4,0.3,whole,158
pine nut salted,6,19.0,8.3,19.4,43.8,minimally_processed,28
pecan nut salted,6,23.2,3.1,24.0,62.5,minimally_processed,27
cauliflower cruciferous pureed,12,5.3,2.2,2.5,0.2,whole,96
fruit cocktail canned fruit in syrup,61,21.6,2.2,0.5,0.2,processed,109
cherry stone fruit canned,42,9.8,1.9,1.1,0.4,whole,163
whole wheat pasta cooked,53,26.3,3.4,5.6,2.0,processed,153
pumpkin squash grilled,70,9.2,2.1,1.2,0.2,whole,124
caesar salad no dressing,18,16.5,2.1,3.9,11.4,processed,155
poblano pepper pickled,13,5.2,1.6,1.2,0.3,whole,159
quick oats cooked,59,67.0,11.9,16.6,7.7,minimally_processed,79
sticky rice pilaf,55,23.0,0.8,3.1,0.9,processed,159
split pea canned,37,12.5,6.6,5.5,0.4,minimally_processed,143
pumpkin seed,0,15.7,11.2,20.9,46.9,minimally_processed,28
kohlrabi cruciferous boiled,20,6.1,2.8,3.0,0.5,whole,98
macaroni pasta cooked,36,27.2,4.0,4.5,1.7,processed,132
fruit salad no dressing,19,26.0,3.8,11.7,3.9,processed,161
shallot onion steamed,15,8.8,1.7,1.4,0.2,whole,151
turnover pastry,69,50.9,2.5,6.0,20.8,processed,61
butternut squash sauteed,40,6.0,2.5,1.2,0.3,whole,133
sweet corn grilled,58,20.2,2.2,3.1,1.4,processed,131
italian sausage baked,4,1.7,0.0,17.4,22.7,processed,89
peanut nut butter,2,19.8,6.3,24.1,52.3,processed,33
mackerel fish stewed,0,0.0,0.0,29.7,6.3,minimally_processed,95
rolled oats cooked,46,64.4,10.3,16.0,6.3,minimally_processed,73
brazil nut salted,24,25.6,3.3,19.0,44.1,minimally_processed,30
oyster mushroom pureed,17,2.6,1.7,2.2,0.4,whole,69
collard greens leafy green roasted,18,2.1,2.1,2.8,0.5,whole,27
balsamic salad dressing,22,4.5,0.1,2.0,28.0,processed,27
white rice cooked,96,20.8,1.4,3.4,0.6,processed,145
egg fried rice white rice,73,37.8,2.0,11.4,9.3,processed,265
firm tofu baked,8,2.8,1.0,8.1,4.9,processed,103
collard greens leafy green steamed,20,2.8,2.5,2.9,0.5,whole,28
veggie sandwich wrap,46,54.5,5.2,31.9,20.5,processed,159
radish root vegetable roasted,31,9.3,2.9,1.2,0.2,whole,132
multigrain bread fresh,75,43.6,5.4,12.6,3.5,processed,30
romaine leafy green steamed,11,4.2,1.7,1.7,0.3,whole,29
clams seafood smoked,0,2.1,0.0,15.5,1.6,minimally_processed,97
crab seafood braised,0,2.6,0.0,19.7,0.9,minimally_processed,106
red grape frozen,63,16.9,0.9,0.8,0.3,whole,96
wild rice tempeh baked,18,8.9,0.0,19.1,11.3,processed,96
clams seafood stewed,0,1.2,0.0,23.8,0.8,minimally_processed,93
baked tofu grilled,3,2.7,0.7,9.7,4.8,processed,100
pork spring roll fresh,55,34.7,1.5,9.1,15.8,processed,78
tempura sushi roll with white rice,61,31.6,2.3,8.9,11.0,processed,106
whole wheat pancake plain,71,53.8,2.1,9.1,6.3,processed,72
ground regular beef grilled,0,0.0,0.0,22.6,15.9,minimally_processed,95
chicken sausage roasted,10,3.0,0.0,15.5,28.0,processed,85
chop pork grilled,0,0.2,0.0,23.5,12.2,processed,93
microwave popcorn,64,57.8,12.8,10.6,12.2,minimally_processed,25
bell orange pepper grilled,19,6.4,1.8,1.3,0.2,whole,142
bell yellow pepper pickled,20,5.8,1.7,1.2,0.3,whole,162
radish root vegetable pickled,37,9.9,2.8,1.4,0.2,whole,137
quinoa salad no dressing,54,13.8,3.9,3.6,20.6,processed,146
pork bacon baked,0,0.7,0.0,32.0,36.9,processed,15
hulled barley pilaf,28,70.8,17.5,10.1,2.4,minimally_processed,148
broccoli cruciferous grilled,18,4.2,2.4,2.6,0.4,whole,99
shrimp stir fry with rice,48,40.7,2.7,28.5,9.5,processed,369
spinach leafy green roasted,13,3.0,2.8,3.1,0.5,whole,32
rye cracker,57,72.6,6.9,12.1,10.3,processed,26
parsnip root vegetable grilled,42,9.4,3.8,1.4,0.3,whole,127
greek vanilla yogurt,30,6.6,0.0,12.8,4.1,processed,170
enoki mushroom roasted,19,3.6,1.7,2.8,0.2,whole,70
pb and j sandwich on white,50,51.9,4.0,31.1,29.7,processed,156
ripe banana dried,48,20.4,2.8,1.0,0.3,whole,108
pork dumpling steamed,55,32.3,1.5,11.5,18.0,processed,105
apricot stone fruit canned,43,11.9,1.6,1.0,0.2,whole,159
pumpkin muffin,54,53.8,4.9,8.5,23.6,processed,52
corn chips salted,72,48.8,7.0,7.6,28.8,ultra_processed,29
mackerel fish pan-seared,0,0.0,0.0,29.8,6.6,minimally_processed,105
mussels seafood braised,0,0.5,0.0,16.1,1.7,minimally_processed,102
yellow squash squash boiled,41,7.9,1.9,1.2,0.3,whole,129
grapefruit juice canned,42,12.8,0.1,1.2,0.1,processed,242
peaches fruit cup in syrup,50,20.3,1.3,0.7,0.0,processed,104
bratwurst sausage stewed,4,4.2,0.0,16.5,16.7,processed,90
tuna sandwich on rye,45,38.0,5.5,17.0,13.4,processed,158
blueberry pie,56,52.7,1.6,4.8,20.5,processed,128
chickpea curry red,57,17.4,4.5,20.4,20.3,processed,263
turnip root vegetable boiled,38,9.8,3.5,1.3,0.2,whole,120
penne pasta cooked,54,25.2,2.5,4.1,1.7,processed,147
shrimp curry green,59,22.9,3.4,17.6,8.9,processed,260
coffee ice cream,61,22.9,0.4,3.6,13.8,processed,70
watercress leafy green,10,3.4,2.1,3.3,0.3,whole,27
sushi rice boiled,55,25.9,2.2,3.1,1.0,processed,163
kale leafy green pureed,11,2.6,2.8,2.1,0.4,whole,27
cookie dough ice cream,50,25.6,0.0,4.2,15.2,processed,69
turkey sandwich on rye,53,47.1,4.2,24.1,29.2,processed,152
fruit punch soda,65,36.9,0.0,0.0,0.0,ultra_processed,347
naan bread toasted,68,53.5,6.6,10.3,2.4,processed,29
white potato fried,85,24.9,2.5,1.7,7.1,processed,161
greek plain yogurt,19,14.2,0.0,14.8,7.9,processed,167
turkey sausage poached,8,1.7,0.0,16.7,18.1,processed,90
carrot root vegetable grilled,36,8.0,3.2,1.1,0.3,whole,125
agave sweetener,81,85.5,0.6,0.2,0.0,minimally_processed,19
wing chicken smoked,0,0.0,0.0,30.9,6.6,minimally_processed,97
red onion grilled,13,8.6,2.3,1.3,0.2,whole,168
latte coffee with milk,20,10.1,0.0,0.1,1.1,minimally_processed,228
chai tea iced,11,6.4,0.0,0.3,0.0,minimally_processed,257
baked tofu baked,17,1.8,1.0,8.9,5.1,processed,92
pistachio nut roasted,13,27.4,5.0,17.9,62.0,minimally_processed,26
cranberry dried fruit,40,70.2,6.1,2.3,0.8,processed,36
ground regular beef braised,0,0.0,0.0,26.0,23.2,minimally_processed,92
sundried tomato hummus,11,15.0,5.6,6.7,12.6,processed,59
shrimp spring roll fried,51,26.5,2.0,8.0,14.4,processed,93
lima bean refried,29,24.8,6.7,9.5,0.3,minimally_processed,181
ranch salad dressing,19,6.9,0.4,1.0,19.2,processed,29
wing chicken poached,0,0.0,0.0,22.3,12.2,minimally_processed,93
oyster mushroom grilled,19,2.2,1.2,2.3,0.4,whole,64
red delicious apple juiced,34,13.5,3.4,0.3,0.3,whole,189
date dried fruit,52,73.5,8.5,2.3,1.2,processed,38
overripe banana,51,24.9,2.6,1.2,0.2,whole,111
green apple dried,39,13.8,3.4,0.4,0.2,whole,196
sugar snap pea cooked,35,21.9,7.0,5.8,0.3,minimally_processed,156
chicken dinner frozen meal,54,46.0,3.2,12.9,8.6,processed,305
blueberry pancake with syrup,59,46.5,3.7,9.9,9.8,processed,78
mandarin fruit cup in juice,59,20.5,1.1,0.4,0.0,processed,109
kabocha squash grilled,58,9.8,2.2,1.1,0.1,whole,130
salmon sushi roll with white rice,65,30.7,2.5,15.7,5.9,processed,92
red delicious apple canned,34,15.0,2.7,0.4,0.1,whole,178
miso instant noodle pack,57,50.9,2.6,10.0,17.1,ultra_processed,91
mussels seafood smoked,0,1.5,0.0,17.2,1.1,minimally_processed,93
tomato soup canned,59,7.7,2.9,6.8,5.6,processed,269
cremini mushroom sauteed,19,2.6,2.0,2.9,0.4,whole,66
halibut fish poached,0,0.0,0.0,19.8,3.1,minimally_processed,103
blood orange juiced,41,12.1,2.3,0.9,0.2,whole,126
radish root vegetable boiled,44,11.0,2.2,1.3,0.1,whole,136
cabbage cruciferous steamed,12,5.8,3.3,3.4,0.4,whole,89
breast chicken braised,0,0.0,0.0,29.7,6.6,minimally_processed,106
andouille sausage pan-seared,15,1.6,0.0,16.0,29.3,processed,79
fruit salad with dressing,17,34.7,5.6,6.8,3.8,processed,143
white egg,0,1.1,0.0,12.1,10.1,minimally_processed,52
fish frozen meal,54,47.6,4.3,22.2,14.6,processed,266
cornflakes cereal with milk,47,80.9,7.4,9.0,6.3,ultra_processed,30
beef taco soft shell,65,24.8,3.1,14.3,17.8,processed,92
pb and j sandwich on rye,64,48.5,5.7,17.1,11.4,processed,143
peach stone fruit,30,9.7,1.9,0.8,0.3,whole,143
belgian waffle,65,52.9,1.1,7.3,8.8,processed,67
ribeye beef baked,0,0.0,0.0,22.4,14.9,minimally_processed,106
seedless grape,60,19.1,0.9,0.7,0.1,whole,99
clementine orange juiced,44,12.1,2.5,0.9,0.2,whole,123
rye bread stale,61,50.4,7.2,15.0,4.2,processed,25
kidney bean canned,39,24.5,8.2,7.7,0.3,minimally_processed,164
wild rice cooked,68,24.9,2.4,2.6,0.4,processed,166
apple pie,66,53.6,2.8,3.8,16.3,processed,120
raspberry jam,51,68.7,0.8,0.5,0.1,processed,18
sunflower nut butter,15,19.7,6.0,23.8,49.3,processed,32
white tea sweetened,23,4.1,0.0,0.1,0.0,minimally_processed,248
cherry tomato,16,3.2,1.6,0.9,0.1,processed,177
gala apple dried,36,14.5,3.3,0.3,0.3,whole,190
acorn squash,34,8.2,1.4,1.8,0.2,whole,130
loin pork stewed,0,1.9,0.0,26.2,26.2,minimally_processed,97
plain omelette,12,3.9,0.2,14.7,14.4,minimally_processed,110
rice cracker,74,72.7,6.8,8.4,19.5,processed,27
lentil soup homemade,40,7.3,1.0,6.1,1.3,processed,221
soft tofu,15,2.8,1.2,10.3,4.3,processed,97
pineapple tropical fruit frozen,53,13.9,3.1,1.5,0.3,whole,145
pistachio nut unsalted,25,17.8,10.8,15.4,63.4,minimally_processed,29
cherry stone fruit,43,9.6,1.6,1.0,0.3,whole,149
swiss chard leafy green grilled,15,4.7,2.2,1.6,0.5,whole,30
banana smoothie,43,15.7,3.5,13.9,4.6,processed,221
soft tofu fried,9,2.4,1.1,10.5,4.9,processed,90
cashew nut butter,13,24.9,7.3,24.8,48.3,processed,33
wild rice pilaf,61,27.4,0.7,3.0,0.9,processed,149
mustard greens leafy green pureed,13,4.3,2.9,1.9,0.5,whole,31
sardines fish stewed,0,0.0,0.0,23.4,11.8,minimally_processed,108
beef quesadilla flour tortilla,62,31.2,2.6,15.6,15.5,processed,144
green apple pureed,35,14.6,2.3,0.5,0.2,whole,169
cheese quesadilla flour tortilla,52,41.0,3.5,21.5,23.9,processed,161
apple cinnamon muffin,50,57.1,4.9,7.3,20.8,processed,58
flax tempeh fried,13,10.0,0.0,19.9,9.9,processed,102
pb and j sandwich wrap,49,43.9,3.1,33.0,19.2,processed,139
pinto bean refried,28,26.2,9.0,9.0,0.9,minimally_processed,183
white onion sauteed,10,9.7,2.2,1.1,0.2,whole,156
portobello mushroom pureed,20,2.6,1.9,2.3,0.3,whole,65
lasagna pasta al dente,40,28.3,1.8,5.3,1.3,processed,152
ground turkey stewed,0,0.2,0.0,28.5,0.8,minimally_processed,91
portobello mushroom pickled,16,3.6,1.6,2.9,0.3,whole,74
pineapple canned fruit in syrup,62,27.4,2.0,0.8,0.2,processed,122
ground turkey sliced,0,0.2,0.0,27.9,1.6,minimally_processed,106
white onion roasted,20,9.1,2.2,1.2,0.2,whole,160
honeycrisp apple frozen,39,14.4,3.3,0.4,0.3,whole,192
green tea sweetened,15,1.3,0.0,0.3,0.0,minimally_processed,235
beet root vegetable steamed,33,11.3,2.4,1.3,0.1,whole,120
carrot juice from concentrate,56,12.0,0.3,1.7,0.1,processed,267
turnip root vegetable steamed,50,11.1,2.3,1.3,0.3,whole,139
granny smith apple baked,35,14.0,3.5,0.4,0.1,whole,168
butternut squash boiled,75,7.6,2.2,1.8,0.2,whole,115
trout fish baked,0,0.0,0.0,22.9,14.7,minimally_processed,105
arugula leafy green steamed,19,4.7,2.0,2.7,0.3,whole,29
sardines fish grilled,0,0.0,0.0,21.1,2.5,minimally_processed,97
bell red pepper pureed,11,6.3,1.6,1.3,0.2,whole,140
shoulder pork roasted,0,0.7,0.0,26.1,13.5,processed,96
chickpea curry green,41,20.0,2.5,18.0,20.1,processed,254
black tea sweetened,5,1.1,0.0,0.2,0.0,minimally_processed,254
raspberry berry dried,54,10.0,7.3,0.8,0.6,whole,141
five grain tempeh fried,1,9.8,0.0,18.4,8.4,processed,93
breast turkey grilled,0,0.2,0.0,28.7,5.6,minimally_processed,91
vegetable instant noodle pack,51,54.8,3.6,11.8,14.4,ultra_processed,81
breast turkey stewed,0,0.2,0.0,25.2,7.5,minimally_processed,93
grape juice canned,51,13.5,0.0,1.9,0.2,processed,269
bell red pepper grilled,14,5.4,1.7,1.0,0.3,whole,151
honeycrisp apple pureed,40,12.8,2.1,0.5,0.2,whole,169
beefsteak tomato sun-dried,12,3.2,1.4,0.9,0.3,whole,180
pot barley pilaf,34,73.6,15.3,10.2,2.2,minimally_processed,168
clams seafood pan-seared,0,2.1,0.0,15.3,1.9,minimally_processed,92
green pea cooked,35,15.3,7.9,5.7,0.6,minimally_processed,130
tahini nut butter,0,20.2,8.2,25.6,54.8,processed,30
pumpkin squash pureed,30,11.6,2.6,1.5,0.3,whole,112
scallion onion grilled,19,8.9,1.5,1.3,0.1,whole,153
decaf coffee iced,9,9.5,0.0,3.6,1.9,minimally_processed,253
miso instant noodle cup,55,48.5,2.0,12.9,21.8,ultra_processed,81
hemp seed,3,13.0,7.4,15.3,40.7,minimally_processed,28
shrimp seafood pan-seared,0,2.8,0.0,19.3,2.0,minimally_processed,98
beet root vegetable pureed,36,11.2,3.4,1.1,0.1,whole,120
granny smith apple canned,37,15.0,2.8,0.4,0.2,whole,190
tilapia fish pan-seared,0,0.0,0.0,24.4,2.7,minimally_processed,102
whole chicken stewed,0,0.0,0.0,23.2,2.2,minimally_processed,100
whole wheat bread stale,71,45.0,3.0,13.3,4.8,processed,26
ground turkey pan-seared,0,0.2,0.0,28.4,6.0,minimally_processed,107
lobster seafood pan-seared,0,1.9,0.0,19.9,1.1,minimally_processed,92
sesame oil,0,0.0,0.0,0.0,100.0,minimally_processed,12
almond nut salted,24,27.6,6.0,23.3,43.7,minimally_processed,27
chia seed,20,16.9,5.4,21.3,39.6,minimally_processed,30
brussels sprouts cruciferous pickled,11,5.6,3.0,2.4,0.3,whole,84
soy milk,19,10.7,1.0,4.3,3.9,minimally_processed,226
tuna sandwich on white,63,39.1,4.2,31.6,29.4,processed,136
sweet corn,51,20.2,2.9,3.8,1.3,whole,158
sweet potato baked,55,17.0,3.9,2.0,10.7,processed,155
kale leafy green roasted,17,4.2,2.7,2.5,0.2,whole,30
salmon burger double,52,38.0,1.6,38.2,21.3,processed,158
frozen corn,54,21.4,2.4,3.9,1.3,whole,141
navy bean cooked,36,20.8,6.4,7.4,1.2,minimally_processed,161
pita bread stale,57,45.8,7.6,13.0,2.4,processed,30
red potato steamed,51,17.4,2.2,2.6,6.5,whole,144
lasagna frozen meal,66,44.5,3.5,23.4,20.2,processed,264
oysters seafood smoked,0,1.7,0.0,18.2,1.0,minimally_processed,103
breast turkey braised,0,0.2,0.0,25.8,7.0,minimally_processed,94
jasmine rice boiled,98,22.0,2.1,2.8,0.3,processed,165
mackerel fish smoked,0,0.0,0.0,22.5,8.7,minimally_processed,95
cranberry juice fresh,65,13.2,0.5,0.8,0.1,processed,267
portobello mushroom roasted,15,2.6,1.2,3.5,0.2,whole,63
pineapple dried fruit,52,73.7,10.2,2.8,1.0,processed,38
grilled cheese sandwich on wheat,46,43.7,4.4,29.4,10.6,processed,136
fingerling potato baked,88,23.7,3.3,1.7,5.1,processed,135
ranch dip,29,9.9,1.8,2.4,10.1,processed,27
gnocchi pasta cooked,43,28.1,2.0,4.4,1.0,processed,146
red velvet cake,74,59.0,0.8,5.8,24.3,processed,87
diet cola soda,65,8.0,0.0,0.0,0.0,ultra_processed,330
enoki mushroom pureed,15,2.7,1.2,3.1,0.3,whole,76
green banana dried,60,24.6,3.1,1.3,0.4,whole,107
cottage cheese,0,3.4,0.0,25.9,18.6,processed,27
ham sandwich wrap,45,45.1,6.0,21.3,12.1,processed,149
black lentil cooked,32,19.6,8.7,9.4,0.4,minimally_processed,212
white bread fresh,78,45.5,3.6,12.5,4.3,processed,28
kidney bean cooked,33,23.9,9.6,8.8,1.5,minimally_processed,187
butternut squash soup canned,32,17.2,1.8,6.6,5.9,processed,268
chicken burger double,47,37.6,2.2,27.7,35.4,processed,141
pumpkin squash pickled,48,11.2,2.2,1.7,0.1,whole,121
chicken curry green,58,19.7,5.6,13.0,16.9,processed,250
mackerel fish poached,0,0.0,0.0,18.1,7.5,minimally_processed,107
watercress leafy green roasted,15,4.4,1.8,2.0,0.5,whole,32
mustard greens leafy green pickled,10,4.9,2.6,1.8,0.3,whole,27
kielbasa sausage stewed,5,2.4,0.0,20.0,21.2,processed,77
plain rice cake,79,83.1,1.6,6.3,2.5,processed,9
kiwi tropical fruit dried,51,16.3,1.5,1.4,0.1,whole,160
mackerel fish braised,0,0.0,0.0,19.7,13.7,minimally_processed,106
parsnip root vegetable pickled,43,10.6,3.8,1.2,0.2,whole,116
bok choy cruciferous sauteed,19,5.8,2.6,2.2,0.3,whole,99
tilapia fish braised,0,0.0,0.0,28.0,7.6,minimally_processed,107
